_id,B,L_corona,b,convergent_point,country,county,county_FIPS,divergent_point,k,decay_duration,response_interval_cliff_0,k_corona,l_corona,lat,lon,metro_area,modified_at,modified_at_corona,name,state,state_FIPS,t0,t0_corona,google_trend,distance,stretch_factor,average_procrustes_distance,first_peak_normal,first_peak_actual,second_peak_normal,second_peak_actual,first_peak_diff,second_peak_diff,google_trend_COVID19,google_trend_Coronavirus
5e88da2b7e859234c8cba996,-0.461256297,953.5532433,-0.029996435,32.80066681,US,Philadelphia,42101,21.80398808,0.666303297,10.99649369,1.196011915,0.052230347,-596.2302189,39.95,-75.16,Philadelphia,20200517,20200521,PATCO,Pennsylvania,42,27.30232745,47,35,0.209653391,1.741268643,0.473476362,7.025,8,15.425,15.575,0.975,0.15,63,72
5e88da2b7e859234c8cba997,-0.754643416,2890.240667,0.007138065,38.00211871,US,New York,36061,18.59581115,0.37756401,19.40598101,-2.595811151,0.038018792,-2026.888244,40.71,-73.99,NYC,20200517,20200521,PATH,New York,36,28.29896493,40,36,0.21484071,1.970079524,0.594237133,7.1,6.175,16.825,15.5,-0.925,-1.325,56,79
5e88da2b7e859234c8cba998,-0.791193883,322.9621301,0.011830293,43.49843978,US,King,53033,6.735889025,0.199309437,36.76193216,-30.73588902,0.032165406,-764.5281242,47.3,-122.26,Seattle,20200517,20200521,Pierce Transit,Washington,53,25.1171644,0,32,0.366609133,2.50034789,0.475666033,7.175,8.3,16.3,15.625,1.125,-0.675,74,78
5e88da2b7e859234c8cba999,-0.885394992,173.651182,-0.018914492,37.16562098,US,San Francisco,6075,12.57019084,0.297905881,24.59501627,6.429809159,0.041786394,-106.8551349,37.77,-122.41,SF Bay Area,20200517,20200521,PresidiGo,California,6,24.86790591,43,33,,,,,,,,,,65,78
5e88da2b7e859234c8cba99a,-0.503640541,147.4337895,0.019078303,49.44757987,US,Hillsborough,12057,19.50219658,0.244682902,29.9448794,-3.502196584,0.038349422,-106.9895492,27.76,-82.26,Tampa,20200517,20200521,PSTA,Florida,12,34.47488822,40,30,0.04327803,1.1446908,0.38493286,7.15,8.5,15.875,15.325,1.35,-0.55,58,70
5e88da2b7e859234c8cba99b,-0.799402798,62.21240118,0.000550215,38.13495316,US,Providence,44007,19.49772991,0.393144579,18.63690965,-4.497729905,0.078383153,-113.6140856,41.95,-71.45,Providence,20200517,20200521,RIPTA,Rhode Island,44,28.81634153,39,34,0.576490243,2.102318159,0.625360694,7.275,9.923076923,15.05,14.425,2.641025641,-0.625,59,70
5e88da2b7e859234c8cba99c,-0.699950276,211.2162449,-0.002137325,37.34535222,US,Riverside,6065,17.62980882,0.371641965,19.71521165,4.37019118,0.058123757,-146.4019562,33.99,-117.53,Los Angeles,20200517,20200521,Riverside Transit Agency,California,6,27.48758052,46,38,0.194860845,2.179177944,0.496890686,7.105263158,8.4,15.325,15.575,1.315789474,0.25,62,73
5e88da2b7e859234c8cba99d,-0.650214146,376.0993558,-0.016256806,40.96437632,US,Clark,32003,21.08820716,0.368638606,19.87583471,-2.088207158,0.044994838,-246.6216957,36.14,-115.28,Las Vegas,20200517,20200521,RTC Southern Nevada,Nevada,32,31.02629174,43,39,0.071270368,1.341114303,0.319489221,7,7.46875,14.875,14.4,-0.2,-0.475,53,70
5e88da2b7e859234c8cba99e,-0.78949393,131.6784161,6.38221E-06,39.44160846,US,Denver,8031,17.55304662,0.334746675,21.88819353,2.446953381,0.058305728,-77.89760063,39.59,-105.01,Denver,20200517,20200521,RTD,Colorado,8,28.49732754,44,46,0.53366876,2.314782128,0.530211557,7.125,7.666666667,16,15.075,0.538461538,-0.925,76,76
5e88da2b7e859234c8cba99f,-0.814628907,144.5146065,-0.006784991,38.04318527,US,San Mateo,6081,14.66984567,0.313482088,23.3729463,1.33015433,0.038111552,-96.05639824,37.5,-122.3,SF Bay Area,20200517,20200521,SamTrans,California,6,26.35651547,40,33,0.550207949,2.386822942,0.618130827,7.3,8.825,16.5,15.075,1.525,-1.425,65,78
5e88da2b7e859234c8cba9a0,-0.689005031,99.95676702,-0.037293945,34.01453745,US,Los Angeles,6037,20.93050144,0.560004825,13.08381584,-40.93050144,0.058253939,-693.6242805,33.97,-118.24,Los Angeles,20200517,20200521,Santa Clarita Transit,California,6,27.47251944,4,38,0.157851007,2.714899961,0.461517943,7,6.5,16.475,16.375,-0.5,-0.1,62,73
5e88da2b7e859234c8cba9a1,-0.868424725,28.76199611,-0.015740595,37.69984014,US,Santa Cruz,6087,14.91115815,0.321524663,22.78829853,8.088841855,0.033049235,-15.0736159,36.97,-121.89,Santa Cruz,20200517,20200521,Santa Cruz Metro,California,6,26.30549914,47,37,0.207580348,3.05339757,0.699271626,8.315789474,8.55,16.525,15.775,0.157894737,-0.75,65,67
5e88da2b7e859234c8cba9a2,-0.639928715,953.5532433,-0.028026138,37.82245017,US,Philadelphia,42101,20.29002458,0.417918402,17.53213058,2.709975425,0.052230347,-596.2302189,39.95,-75.16,Philadelphia,20200517,20200521,SEPTA - Bus,Pennsylvania,42,29.05623737,47,35,0.57570247,1.931771522,0.49129454,7,7.5,15,14.9,0.5,-0.1,63,72
5e88da2b7e859234c8cba9a3,-0.577700884,953.5532433,-0.032529758,35.20541785,US,Philadelphia,42101,21.78649004,0.546028967,13.41870201,1.21350996,0.052230347,-596.2302189,39.95,-75.16,Philadelphia,20200517,20200521,SEPTA - Rail,Pennsylvania,42,28.49595394,47,35,0.386301735,1.834781526,0.481027854,7,7.666666667,15,15.15,0.666666667,0.15,63,72
5e88da2b7e859234c8cba9a4,-0.691629078,492.6445601,0.039581563,31.97317989,US,New Haven,9009,26.20976602,1.271316523,5.763316896,1.790233984,0.061116316,-259.5845663,41.34,-73.06,New Haven,20200517,20200521,Shore Line East,Connecticut,9,29.09147295,52,41,,,,,,,,,,65,72
5e88da2b7e859234c8cba9a5,-0.727429646,2684.241705,0.048984276,49.17820053,US,Wayne,26163,13.78365247,0.207012766,35.39395247,10.21634753,0.040307239,-1466.427219,42.25,-83.21,Detroit,20200517,20200521,SMART,Michigan,26,31.4809265,48,46,0.103753345,1.532279766,0.393026215,8,8.918918919,15.625,15.475,0.918918919,-0.15,68,79
5e88da2b7e859234c8cba976,-0.599653813,127.1846085,-0.005730908,34.96080042,US,Hamilton,39061,22.97323515,0.611226978,11.98736355,10.02676485,0.05576173,-42.78660853,39.13,-84.71,Cincinnati,20200517,20200521,SORTA - Metro,Ohio,39,28.96701779,57,48,0.297403297,1.815148301,0.615941884,7,8,15.75,15.05,1,-0.7,57,69
5e88da2b7e859234c8cba9a6,-0.7418113,322.9621301,0.035486818,38.50397519,US,King,53033,12.78429933,0.284883967,25.71924308,-36.78429933,0.032165406,-764.5281242,47.3,-122.26,Seattle,20200517,20200521,Sound Transit,Washington,53,25.64413726,0,32,,,,,,,,,,74,78
5e88da2b7e859234c8cba9a7,-0.707608856,4010.270769,0.035533889,39.36742072,US,Suffolk,36103,19.88846614,0.37615588,19.47862681,2.111533858,0.044042268,-2387.768395,40.81,-73.04,NYC,20200517,20200521,Suffolk County Transit,New York,36,29.62794343,46,36,0.148948693,1.459376081,0.52527805,7,7.775,16.525,15.925,0.775,-0.6,56,79
5e88da2b7e859234c8cba9a8,-0.629971609,127.1846085,-0.006857584,35.94706749,US,Hamilton,39061,19.66326915,0.449964016,16.28352434,13.33673085,0.05576173,-42.78660853,39.13,-84.71,Cincinnati,20200517,20200521,TANK,Ohio,39,27.80516832,57,48,,,,,,,,,,57,69
5e88da2b7e859234c8cba9a9,-0.705586767,76.22016054,0.028929562,47.39817601,US,Jefferson,21111,15.38911482,0.228907785,32.00852257,7.610885177,0.056690666,-43.46300503,38.25,-85.48,Louisville,20200517,20200521,TARC,Kentucky,21,31.39364541,47,38,0.193346586,1.484833054,0.424105143,7.945945946,8.555555556,15.8,15,0.757575758,-0.8,57,60
5e88da2b7e859234c8cba9aa,-0.931258703,45.66309918,-0.017520175,37.34917154,US,Tompkins,36109,21.03040657,0.448999867,16.31849037,6.969593426,0.028973977,-22.89169436,42.49,-76.29,Ithaca,20200517,20200521,TCAT,New York,36,29.18978906,52,31,0.746754834,2.397604865,1.106340871,8.275,9.282051282,17.675,15.125,1,-2.55,58,69
5e88da2b7e859234c8cba9ab,-0.957021285,16.60451469,0.0320886,45.65987956,US,Kent,26081,10.21654624,0.206727827,35.44273692,15.78345376,0.091908018,-5.493231106,42.95,-85.48,Grand Rapids,20200517,20200521,The Rapid,Michigan,26,27.9382129,50,42,,,,,,,,,,65,73
5e88da2b7e859234c8cba9ac,-0.976174967,202.7985594,0.04354723,39.89428827,US,Washtenaw,26161,13.98861815,0.282838593,25.90523421,12.01138185,0.038501243,-100.8665352,42.27,-83.73,Ann Arbor,20200517,20200521,The Ride,Michigan,26,26.94145321,50,46,0.563726779,4.138954192,0.895366139,8,9.108108108,17,15.075,1.108108108,-1.925,68,79
5e88da2b7e859234c8cba9ad,-0.774016146,112.8608939,-0.004633859,40.42288418,US,Honolulu,15003,21.07487115,0.37870159,19.34768746,-0.074871148,0.029794152,-69.16449966,21.38,-157.92,Oahu,20200517,20200521,TheBus,Hawaii,15,30.74887766,45,41,,,,,,,,,,93,76
5e88da2b7e859234c8cba9ae,-0.701378244,99.95676702,0.016062306,35.91040833,US,Los Angeles,6037,18.16324447,0.412861647,17.74686522,-38.16324447,0.058253939,-693.6242805,33.97,-118.24,Los Angeles,20200517,20200521,Torrance Transit,California,6,27.0368264,4,38,0.131437196,2.272480482,0.41079734,7,7.7,16.375,15.425,0.7,-0.95,62,73
5e88da2b7e859234c8cba9af,-0.75926326,69.44387746,-0.01178281,40.2987133,US,Multnomah,41051,17.98258468,0.328333082,22.31575311,6.017415318,0.048626622,-37.70394802,45.55,-122.27,Portland,20200517,20200521,TriMet,Oregon,41,29.14064899,48,34,0.426450863,1.937074314,0.600893234,7.75,7.8,16.1,15.4,0.05,-0.7,67,73
5e88da2b7e859234c8cba9b0,-0.501178858,1527.182561,0.026791699,40.2456796,US,Miami-Dade,12086,20.44573588,0.370057784,19.79961055,5.554264116,0.046265172,-773.8803045,25.86,-80.29,Miami,20200517,20200521,Tri-Rail,Florida,12,30.34570774,50,37,0.153118593,1.377356949,0.407260645,7.175,7.875,16.1,15.8,0.7,-0.3,54,76
5e88da2b7e859234c8cba9b1,-1.003683313,202.7985594,0.049352255,39.7349562,US,Washtenaw,26161,12.0718602,0.264869966,27.66263053,13.9281398,0.038501243,-100.8665352,42.27,-83.73,Ann Arbor,20200517,20200521,U-M Transit,Michigan,26,25.9034082,50,46,,,,,,,,,,68,79
5e88da2b7e859234c8cba9b2,-0.972384879,127.8439189,0.000169995,37.14206382,US,Alameda,6001,16.13961429,0.348869939,21.00209613,0.860385713,0.046292392,-90.22552236,37.77,-122.27,SF Bay Area,20200517,20200521,University of California Berkeley - Bear Transit,California,6,26.64083906,41,33,0.755483513,3.491908401,0.904924635,8.575,8.631578947,17.175,15.5,0.078947368,-1.675,65,78
5e88da2b7e859234c8cba9b3,-0.732286292,217.2574937,-0.029839682,37.23145353,US,Salt Lake,49035,17.82152706,0.377493614,19.40959986,8.178472939,0.051699461,-102.2817587,40.59,-112.1,Salt Lake City,20200517,20200521,UTA,Utah,49,27.5264903,50,33,0.196550911,2.606915959,0.565626302,8.051282051,7.736842105,16.575,15.875,-0.297297297,-0.7,63,70
5e88da2b7e859234c8cba9b4,-0.610361724,42.40786177,0.019158474,42.71426654,US,Maricopa,4013,16.57467625,0.280307503,26.13915044,-36.57467625,0.048831678,-188.2027802,33.45,-112.06,Phoenix,20200517,20200521,Valley Metro,Arizona,4,29.6444714,4,35,,,,,,,,,,61,73
5e88da2b7e859234c8cba9b5,-0.468709964,170.5694196,0.013220086,40.46294256,US,Bexar,48029,19.1696023,0.344103988,21.29298196,8.830397699,0.047506521,-77.82991369,29.28,-98.73,San Antonio,20200517,20200521,VIA,Texas,48,29.81627243,52,33,,,,,,,,,,53,59
5e88da2b7e859234c8cba9b6,-0.958724705,131.6784161,-0.003985534,38.35339046,US,Denver,8031,15.69104159,0.323317028,22.66196753,4.308958411,0.058305728,-77.89760063,39.59,-105.01,Denver,20200517,20200521,Via Mobility Services - Boulder,Colorado,8,27.02221602,44,46,0.551318643,3.986258297,0.894220062,8.487179487,8.5,16.075,15.125,-0.025641026,-0.95,76,76
5e88da2b7e859234c8cba9b7,-0.820482162,303.3732968,-0.017855299,37.42337859,US,Santa Clara,6085,15.88243326,0.340148642,21.54058286,-34.88243326,0.024289218,-477.5677307,37.36,-122.14,SF Bay Area,20200517,20200521,VTA,California,6,26.65290593,5,33,0.426639757,3.370341291,0.579398986,7.875,8.769230769,16.475,15.125,0.897435897,-1.35,65,78
5e88da2b7e859234c8cba9b8,-0.820657373,99.95676702,0.023316556,35.90968381,US,Los Angeles,6037,20.35663138,0.471105163,15.55279072,-40.35663138,0.058253939,-693.6242805,33.97,-118.24,Los Angeles,20200517,20200521,West Hollywood - WeHo,California,6,28.1331576,4,38,0.254585682,2.347780172,0.683544967,7.5,7.775,16.925,15.675,0.275,-1.25,62,73
5e88da2b7e859234c8cba9b9,-0.765258083,250.8508828,-0.003898291,48.37359958,US,Washington,11001,17.35424934,0.236211372,31.01882828,4.645750658,0.056049161,-154.4784731,38.89,-77.03,Washington D.C.,20200517,20200521,WMATA,D.C,11,32.86392446,46,27,0.234239247,1.228066134,0.375544605,7.525,6.425,15.575,15.05,-1.1,-0.525,60,76
